iter	Logloss
791	0.502052303
792	0.5019068659
793	0.501872425
794	0.5016770295
795	0.5016030956
796	0.5015320004
797	0.5014676802
798	0.5013751565
799	0.5012721119
800	0.501168943
801	0.5010213583
802	0.5009123185
803	0.5008017877
804	0.5007047318
805	0.5005955839
806	0.5005571755
807	0.5004139174
808	0.5002621265
809	0.500201169
810	0.5000597861
811	0.4999537527
812	0.4998913802
813	0.4997213461
814	0.4996214457
815	0.4995466722
816	0.4994651496
817	0.4994038325
818	0.4993494078
819	0.4993096284
820	0.4992926178
821	0.4991985413
822	0.4991218233
823	0.4991000452
824	0.499019942
825	0.4988657344
826	0.4987492399
827	0.4985924157
828	0.4984671716
829	0.4983578967
830	0.4982692426
831	0.4981972135
832	0.4980081269
833	0.4979407714
834	0.4979101388
835	0.4978545376
836	0.4976482259
837	0.497556096
838	0.4973641194
839	0.4972223446
840	0.4970800687
841	0.4970312945
842	0.4969244282
843	0.496877319
844	0.4967489347
845	0.4966639588
846	0.4965840325
847	0.49650042
848	0.4964302736
849	0.4963725417
850	0.4963009089
851	0.4962041816
852	0.4961742443
853	0.4960854999
854	0.4960139682
855	0.4959405003
856	0.4958796408
857	0.4957995173
858	0.4957033977
859	0.4955922795
860	0.4955217877
861	0.4954544948
862	0.4953306347
863	0.4952787632
864	0.4952271494
865	0.4951860161
866	0.495143126
867	0.4950514524
868	0.4950069956
869	0.4949268731
870	0.4948928507
871	0.4947719449
872	0.4945746456
873	0.4945058857
874	0.4944639643
875	0.4943637542
876	0.494180473
877	0.4940750253
878	0.4939635393
879	0.4938380626
880	0.4937162146
881	0.4936482281
882	0.4935611479
883	0.4935063517
884	0.4934488199
885	0.4933909829
886	0.4933316907
887	0.493243591
888	0.4930599184
889	0.4930181835
890	0.492972345
891	0.4928424013
892	0.4927575473
893	0.4926747549
894	0.4925375527
895	0.4924900696
896	0.492318472
897	0.4922472633
898	0.4921633012
899	0.4921064971
900	0.4920861281
901	0.4919852173
902	0.491858522
903	0.4917543265
904	0.491621599
905	0.4915670968
906	0.4915186705
907	0.4914002296
908	0.4912755413
909	0.4911502041
910	0.4910557443
911	0.4908972831
912	0.4908263327
913	0.4907576041
914	0.4906539749
915	0.4905626257
916	0.4904607023
917	0.4902426742
918	0.4900547686
919	0.4899723625
920	0.4898916648
921	0.4898367668
922	0.4897162001
923	0.4895574297
924	0.4894486455
925	0.4894281398
926	0.4893485181
927	0.4892381388
928	0.4891738322
929	0.489132325
930	0.4889882613
931	0.4889488462
932	0.4888841925
933	0.4887967365
934	0.4887507778
935	0.4885769664
936	0.4885444584
937	0.4884420886
938	0.4883506106
939	0.4883113601
940	0.4881985469
941	0.4881647275
942	0.488132294
943	0.4880765663
944	0.4879860658
945	0.4879261834
946	0.4878405896
947	0.4877362641
948	0.4876653148
949	0.4875493825
950	0.4875325289
951	0.4874773162
952	0.4874235112
953	0.4873836809
954	0.4872949088
955	0.4872445598
956	0.4871730739
957	0.4870396607
958	0.486943081
959	0.4869011312
960	0.4868308627
961	0.4867674362
962	0.4866452657
963	0.4866000112
964	0.486522472
965	0.4864424787
966	0.4863562452
967	0.486164197
968	0.4860838876
969	0.4860599097
970	0.4859976318
971	0.4858949816
972	0.4857974366
973	0.4857190759
974	0.4856081554
975	0.4855448951
976	0.4855230947
977	0.4854501208
978	0.485357622
979	0.4852788764
980	0.4852428968
981	0.4852116024
982	0.4851516344
983	0.485103187
984	0.4850479568
985	0.4849454774
986	0.4848940364
987	0.4848334454
988	0.4848179755
989	0.4847780292
990	0.4846802341
991	0.4846632185
992	0.484634965
993	0.4845871373
994	0.4844611429
995	0.4843981576
996	0.4843299044
997	0.4842418496
998	0.4841573112
999	0.4840960282
