iter	Passed	Remaining
879	48085	6557
880	48143	6502
881	48197	6448
882	48248	6393
883	48301	6338
884	48348	6282
885	48403	6227
886	48455	6173
887	48500	6117
888	48554	6062
889	48613	6008
890	48658	5952
891	48715	5898
892	48768	5843
893	48819	5788
894	48874	5733
895	48927	5679
896	48985	5624
897	49040	5570
898	49091	5515
899	49143	5460
900	49197	5405
901	49250	5350
902	49301	5295
903	49358	5241
904	49415	5187
905	49471	5132
906	49518	5077
907	49572	5022
908	49631	4968
909	49692	4914
910	49747	4860
911	49804	4805
912	49860	4751
913	49921	4697
914	49981	4643
915	50036	4588
916	50093	4534
917	50148	4479
918	50206	4425
919	50259	4370
920	50314	4315
921	50363	4260
922	50416	4205
923	50470	4151
924	50525	4096
925	50578	4041
926	50630	3987
927	50682	3932
928	50735	3877
929	50789	3822
930	50847	3768
931	50900	3713
932	50957	3659
933	51010	3604
934	51063	3549
935	51123	3495
936	51177	3440
937	51232	3386
938	51287	3331
939	51336	3276
940	51389	3222
941	51439	3167
942	51490	3112
943	51543	3057
944	51597	3003
945	51649	2948
946	51703	2893
947	51758	2839
948	51809	2784
949	51865	2729
950	51915	2674
951	51971	2620
952	52026	2565
953	52081	2511
954	52151	2457
955	52221	2403
956	52271	2348
957	52329	2294
958	52386	2239
959	52440	2185
960	52507	2130
961	52560	2076
962	52615	2021
963	52673	1967
964	52771	1913
965	52853	1860
966	52933	1806
967	52991	1751
968	53046	1697
969	53099	1642
970	53152	1587
971	53209	1532
972	53260	1477
973	53321	1423
974	53433	1370
975	53492	1315
976	53544	1260
977	53600	1205
978	53652	1150
979	53701	1095
980	53753	1041
981	53808	986
982	53862	931
983	53915	876
984	53972	821
985	54027	767
986	54085	712
987	54128	657
988	54185	602
989	54230	547
990	54284	493
991	54338	438
992	54393	383
993	54443	328
994	54498	273
995	54554	219
996	54601	164
997	54658	109
998	54712	54
999	54767	0
