iter	Logloss
263	0.6450014613
264	0.6449133802
265	0.6448207125
266	0.6447126816
267	0.6446159792
268	0.6445062471
269	0.6443883661
270	0.6441604984
271	0.6440679101
272	0.643929888
273	0.6437655623
274	0.643617898
275	0.6434828128
276	0.6433513719
277	0.6432487725
278	0.6431532442
279	0.6430422021
280	0.6428846638
281	0.6428322038
282	0.6427367842
283	0.6426432145
284	0.6425921927
285	0.6425028774
286	0.6423418658
287	0.6421746118
288	0.6420508439
289	0.6419158497
290	0.6418407828
291	0.6416810683
292	0.6416145019
293	0.6415125914
294	0.6414734386
295	0.6414397933
296	0.6413192431
297	0.6412059705
298	0.6411162249
299	0.641029844
300	0.6409745239
301	0.640932099
302	0.6408360273
303	0.6407028135
304	0.640627263
305	0.6405551577
306	0.6404395255
307	0.6404042018
308	0.6403600702
309	0.6401942138
310	0.6401150587
311	0.6400073807
312	0.639939469
313	0.6398845707
314	0.6397632331
315	0.6397170623
316	0.6395982123
317	0.6394836621
318	0.6393610893
319	0.6392267906
320	0.6391469891
321	0.639084144
322	0.6389850567
323	0.6389161548
324	0.6387913212
325	0.6387081004
326	0.6386515852
327	0.6385712154
328	0.6384853372
329	0.6383588124
330	0.638279214
331	0.6381796082
332	0.6380342781
333	0.6378974072
334	0.6378396814
335	0.6377521656
336	0.6376635228
337	0.6375440765
338	0.6374504708
339	0.6374032274
340	0.6372746843
341	0.6371579351
342	0.6370660467
343	0.6370231523
344	0.6368849944
345	0.6368064034
346	0.6367680051
347	0.6367095597
348	0.6366279015
349	0.6365747046
350	0.6364937017
351	0.6363492609
352	0.6362433669
353	0.6361895594
354	0.6360957675
355	0.636034429
356	0.6359559826
357	0.6358401892
358	0.6357971181
359	0.6357512071
360	0.6356361822
361	0.6355338421
362	0.6354805882
363	0.6353477385
364	0.6352544129
365	0.6351761734
366	0.6350775559
367	0.6349278136
368	0.6348072365
369	0.634718602
370	0.6346198425
371	0.6344932283
372	0.634432786
373	0.6344060013
374	0.6343116512
375	0.6342485219
376	0.6341884578
377	0.6341467665
378	0.6340756984
379	0.6339595943
380	0.6339259123
381	0.6337564783
382	0.6336039431
383	0.6335507106
384	0.6334805221
385	0.633362806
386	0.6333061725
387	0.6331838963
388	0.6331037541
389	0.6329832061
390	0.6328653443
391	0.6327843579
392	0.6326719052
393	0.6325674291
394	0.6324116672
395	0.632311765
396	0.6322646485
397	0.6321585104
398	0.6320492105
399	0.6319931099
400	0.6319664061
401	0.6317821666
402	0.6315879021
403	0.6315444039
404	0.6313976643
405	0.6313759289
406	0.631326584
407	0.6312529069
408	0.6311739227
409	0.6309902674
410	0.6309223187
411	0.6307939754
412	0.6307573018
413	0.6307193177
414	0.6306071981
415	0.6305517068
416	0.6304384214
417	0.6303718204
418	0.630327922
419	0.6302625924
420	0.630174496
421	0.6300856572
422	0.6300173827
423	0.629952113
424	0.6299142275
425	0.6298739996
426	0.6298027977
427	0.6297080056
428	0.6295930713
429	0.6295604496
430	0.6294795974
431	0.6293854726
432	0.6293215525
433	0.6292976972
434	0.6292587639
435	0.6291558234
436	0.629112682
437	0.6290239259
438	0.6288909737
439	0.6288305651
440	0.6287937344
441	0.6287251379
442	0.6286368099
443	0.6285618835
444	0.6284526676
445	0.6283183437
446	0.6282422584
447	0.6281877334
448	0.6281082047
449	0.6279628174
450	0.6278767331
451	0.6277587592
452	0.6276819451
453	0.6276070108
454	0.6275403574
455	0.627489014
456	0.6274250246
457	0.6273941638
458	0.6273014257
459	0.627163315
460	0.6270901506
461	0.6269932833
462	0.6268402334
463	0.6267665593
464	0.6267145373
465	0.6266427803
466	0.6266020131
467	0.6265116492
468	0.6264479222
469	0.6263740262
470	0.6262177805
471	0.626093026
472	0.6259941589
473	0.6259291141
474	0.6258434106
475	0.6257996377
476	0.6256985392
477	0.6255925058
478	0.6255509949
479	0.6255031862
480	0.6254241696
481	0.6253633601
482	0.6253213231
483	0.6252474616
484	0.6251928594
485	0.6251328459
486	0.6251050662
487	0.6250461602
488	0.6249905171
489	0.6248954516
490	0.6248378497
491	0.6247332858
492	0.6247029069
493	0.6246471623
494	0.6245778266
495	0.6244515283
496	0.6243739956
497	0.6242742348
498	0.6242132124
499	0.6241525891
500	0.6240734427
501	0.6239784495
502	0.623946682
503	0.6238648412
504	0.6237312248
505	0.6236840922
506	0.6236453929
507	0.623569154
508	0.6234951982
509	0.6234541327
510	0.6234089403
511	0.6233233659
512	0.6232025286
513	0.6231184311
514	0.6230601633
515	0.6230108325
516	0.6228988732
517	0.6228543332
518	0.6227797069
519	0.6227064812
520	0.6226713355
521	0.6226072794
522	0.6225349028
523	0.6224702369
524	0.622441465
525	0.6223144495
526	0.622282351
527	0.6221925889
528	0.622134158
529	0.6220732843
530	0.6220371519
531	0.6219906287
532	0.6219272115
533	0.6218308831
534	0.6217739858
535	0.621665455
536	0.6215805944
537	0.621527513
538	0.6215016495
539	0.6214649908
540	0.6213651931
541	0.6213223685
542	0.6212736552
543	0.6212173785
544	0.6211690046
545	0.6211048944
546	0.621073447
547	0.62100463
548	0.6209700568
549	0.6208625856
550	0.6207821334
551	0.6207386448
552	0.6207054337
553	0.6206077911
554	0.6205339065
555	0.6204588074
556	0.6203266165
557	0.6203003329
558	0.6202747481
559	0.6201494669
560	0.6201045292
561	0.6200391527
562	0.6199773104
563	0.6198849568
564	0.6198256962
565	0.6197887334
566	0.6197532221
567	0.6196768137
568	0.6196344879
569	0.6195938271
570	0.6194920497
571	0.6193400898
572	0.6191348161
573	0.6190706012
574	0.6190208791
575	0.6188675089
576	0.6187574663
577	0.6186854951
578	0.6186446042
579	0.6185880007
580	0.6184888764
581	0.6183783598
582	0.6182955189
583	0.6182792845
584	0.6182170576
585	0.6181686822
586	0.6181144284
587	0.6180310632
588	0.6179495084
589	0.6179188519
590	0.6178374295
591	0.6178184016
592	0.6177596438
593	0.6177308422
594	0.6176678673
595	0.617572365
596	0.6174335465
597	0.6173881007
598	0.6173335481
599	0.6172465972
600	0.6171826568
601	0.6171416982
602	0.617104214
603	0.6170044104
604	0.6169330797
605	0.6168893333
606	0.6168111418
607	0.6167830043
608	0.6167204095
609	0.6166852895
610	0.6166601944
611	0.6165334957
612	0.6164220117
613	0.616362423
614	0.6162559368
615	0.6161777921
616	0.6160794506
617	0.6160448543
618	0.6159644694
619	0.6159344651
620	0.6158073862
621	0.6157070324
622	0.6156402643
623	0.6156147741
624	0.61552862
625	0.6154825713
626	0.615432745
627	0.61536907
628	0.6152748185
629	0.6152095673
630	0.6150119617
631	0.6149338085
632	0.6148443074
633	0.6147275149
634	0.6147112789
635	0.6146489637
636	0.6145354456
637	0.6143807392
638	0.6143515963
639	0.6142897658
640	0.6142413535
641	0.6141391356
642	0.614031754
643	0.6140019942
644	0.6139228103
645	0.6139060527
646	0.6138209857
647	0.6137397435
648	0.6136395496
649	0.6135899095
650	0.6135364103
651	0.6135183409
652	0.6134028076
653	0.6133609714
654	0.6132599956
655	0.613147562
656	0.6130692753
657	0.6129999981
658	0.6128837509
659	0.6128278912
660	0.6127645522
661	0.6126601544
662	0.6125947348
663	0.6124767573
664	0.6123642698
665	0.6122682742
666	0.6122023148
667	0.612130608
668	0.6120816774
669	0.6120571316
670	0.6119515961
671	0.6118530247
672	0.6117674648
673	0.6116600988
674	0.6115883047
675	0.6115386686
676	0.6114946743
677	0.6114420318
678	0.6113465929
679	0.6113097474
680	0.6112052697
681	0.6111531856
682	0.611126322
683	0.61104423
684	0.6109426497
685	0.6109071341
686	0.610840041
687	0.6107630974
688	0.6106953408
689	0.6105881446
690	0.6105422901
691	0.6104960287
692	0.6104375717
693	0.6103610377
694	0.6103108053
695	0.6102924693
696	0.6102413711
697	0.6101742789
698	0.6101259196
699	0.6100613059
700	0.6100111634
701	0.6099384321
702	0.609900829
703	0.6098207275
704	0.6097132828
705	0.6096488019
706	0.6095949276
707	0.6095438026
708	0.6095139178
709	0.609482505
710	0.6094251395
711	0.6093824648
712	0.6092985588
713	0.6092338666
714	0.6091744472
715	0.609130691
716	0.6090162075
717	0.6089400388
718	0.6088633435
719	0.6088248918
720	0.6087412621
721	0.6086990995
722	0.6086360803
723	0.6085360339
724	0.6084995643
725	0.6084807173
726	0.6083583987
727	0.6082569979
728	0.6081388965
729	0.6080527074
730	0.607961096
731	0.6078853874
732	0.6078371572
733	0.6077927684
734	0.6077473645
735	0.6076661355
736	0.6076336516
737	0.6075514937
738	0.6074617866
739	0.607432513
740	0.6073537029
741	0.6072669595
742	0.6071932404
743	0.6070547477
744	0.6069418979
745	0.6068359168
746	0.6067610157
747	0.6066442604
748	0.6065774365
749	0.6065209482
750	0.6064582161
751	0.6063777462
752	0.6063214244
753	0.6062864261
754	0.6062326366
755	0.6061695357
756	0.6060896258
757	0.6060336343
758	0.6059877648
759	0.6059429288
760	0.6059242423
761	0.605893027
762	0.6058397241
763	0.6057669168
764	0.6057453579
765	0.6056907486
766	0.6056684121
767	0.6056126938
768	0.6055302901
769	0.6055072016
770	0.6054023005
771	0.6053590337
772	0.605305849
773	0.6052387544
774	0.6051795105
775	0.6051249333
776	0.6050520073
777	0.604986721
778	0.6049116878
779	0.6048970323
780	0.6048371972
781	0.6048069121
782	0.6047000955
783	0.6046221228
784	0.604578128
785	0.6045229733
786	0.6044563022
787	0.6043957855
788	0.6043426587
789	0.6042724099
790	0.6041813281
791	0.6041514165
792	0.6040814065
793	0.6040258641
794	0.6039470896
795	0.603915961
796	0.6038281686
797	0.6037805141
798	0.6037200934
799	0.6036662278
800	0.6035891793
801	0.6035282973
802	0.6034775156
803	0.6034330529
804	0.6034223751
805	0.6033798707
806	0.6033469021
807	0.6032145747
808	0.6031658155
809	0.6030716062
810	0.6030196314
811	0.6029818672
812	0.6029305152
813	0.6028498894
814	0.6027405087
815	0.6026498195
816	0.6025714603
817	0.6024624438
818	0.6023690992
819	0.6023057944
820	0.6022619924
821	0.6022084139
822	0.6021272939
823	0.6020904566
824	0.6020218185
825	0.6019961479
826	0.6019550326
827	0.6019243207
828	0.6018808444
829	0.6017806999
830	0.6017228287
831	0.601667893
832	0.6016274983
833	0.6015650833
834	0.6015013041
835	0.6014806127
836	0.6013856609
837	0.6013672211
838	0.6013344885
839	0.6012063571
840	0.6011598957
841	0.6010837518
842	0.6010102169
843	0.6009599313
844	0.6009028191
845	0.6008478802
846	0.6007787456
847	0.6006923725
848	0.6006494984
849	0.6005881175
850	0.6005127956
851	0.6004958838
852	0.6004599379
853	0.6003566934
854	0.600280971
855	0.6002068979
856	0.6001084507
857	0.6000608279
858	0.5999932282
859	0.5999420134
860	0.5998729272
861	0.5998409149
862	0.5997379878
863	0.5997182015
864	0.5996471299
865	0.5995746309
866	0.5995364815
867	0.5994531357
868	0.5994031202
869	0.599286654
870	0.5992522865
871	0.5992042741
872	0.5991513244
873	0.599118279
874	0.5990809045
875	0.599005866
876	0.5989507248
877	0.5988743053
878	0.598790184
879	0.5987413363
880	0.5986789927
881	0.5985848925
882	0.5985429264
883	0.5984901553
884	0.5984126702
885	0.5983839122
886	0.5983287749
887	0.5982796889
888	0.5982114915
889	0.5981498677
890	0.5980509744
891	0.5979885586
892	0.5979219097
893	0.5978493878
894	0.5977996904
895	0.5977770297
896	0.5976928481
897	0.5976480132
898	0.5975943467
899	0.5975593797
900	0.5974989772
901	0.5973648522
902	0.5973029732
903	0.5972694921
904	0.5971466668
905	0.5970788776
906	0.5970430004
907	0.5969814888
908	0.5969018871
909	0.5967824774
910	0.5967089365
911	0.5966737683
912	0.5966183542
913	0.5965519927
914	0.5964955275
915	0.5964190629
916	0.5963845069
917	0.596350549
918	0.5963235756
919	0.5962478743
920	0.5962006389
921	0.596081938
922	0.5960069524
923	0.595955361
924	0.5958244794
925	0.5957945096
926	0.5957265108
927	0.5956217288
928	0.5956035489
929	0.595546976
930	0.5955185524
931	0.5954468788
932	0.595353953
933	0.5953020138
934	0.5952204279
935	0.595157451
936	0.5950875292
937	0.5950715265
938	0.5950492407
939	0.5950281387
940	0.5949662487
941	0.5949488931
942	0.5949023304
943	0.5948600151
944	0.594838589
945	0.5947762979
946	0.5947256747
947	0.5946517518
948	0.5946103061
949	0.5945600795
950	0.5945199715
951	0.594487573
952	0.5944696373
953	0.5944411887
954	0.594355853
955	0.5942894182
956	0.5942250856
957	0.5941753007
958	0.5940914833
959	0.5940463273
960	0.5940136702
961	0.5939638929
962	0.5939013275
963	0.5938649787
964	0.5937584955
965	0.5937129387
966	0.5936532998
967	0.5936245679
968	0.5935658431
969	0.593527437
970	0.5934680483
971	0.5934157806
972	0.5933799673
973	0.5933468597
974	0.5933129069
975	0.5932770843
976	0.5932570305
977	0.5932246745
978	0.5931678002
979	0.5931242579
980	0.593079697
981	0.5929892778
982	0.5929466294
983	0.5928877034
984	0.5928363281
985	0.5927472158
986	0.5927241111
987	0.592662516
988	0.5926343927
989	0.5926097296
990	0.5925894396
991	0.5925740893
992	0.592540982
993	0.5925149813
994	0.5924503829
995	0.5924161586
996	0.5923404534
997	0.5922891964
998	0.5922306546
999	0.5921878895
